"acc_id","char_id","source_item_amount","target_item_amount"
2,233598,0.31161963162821,4.79396785195094e-08
8,257304,0.000119849196298774,2.43893210347361
17,135044,4.19784154503673,2.97230345361865
20,149667,2.20522523586727,3.37218698465466
31,346526,0.802995128264812,2.87638071117056e-07
38,67497,0.865552717377526,0.701272068233301
43,388134,0.0359547588896321,0
50,78995,0.000285768423654795,0
53,60446,4.28272965213239,1.25497341357666
59,394351,0.000413048270124094,0.14382869540375
62,369719,4.1923248865311,5.00970352433099
65,270517,14.050249381265,13.7271989407811
66,127862,7.45102460580427,0.520166197907958
67,267831,7.48259317174744,6.60365325120366
69,350040,0.252881804190412,8.1497453483166e-07
75,352821,0,1.92238110863233e-05
76,280717,0,0
77,22622,0,0
79,225036,15.4247528327307,15.0525694951289
81,297398,0.567126420855636,2.44520270930332
86,29793,2.39703723489799,1.31834118325635
91,320252,2.39698639486891,1.46983083104623
92,219750,0,0
97,120776,1.65391890892308e-06,0
98,205300,0.912614476564308,1.34852987746285
113,52943,0,2.39698392597547e-08
119,136814,0,0
129,148992,1.21530611010311,0.0170772400710945
137,345689,15.3969248800532,15.9511907630508
145,168571,0.158177232943353,0.228197495931842
149,248148,0.239709107115696,1.05663675238992
154,142043,0.521881191967315,0.275773815658013
155,89374,6.63964547495205,7.19095177792641e-08
161,169821,7.19095177792641e-08,0
163,179915,0,0.000240273668739781
172,277012,0.767035934954917,0
173,247626,0.360027033621194,2.36343372548102
174,142049,0,0
176,131026,0.00205407140552542,0
181,182219,0,0
186,10418,0,3.11607910376811e-07
203,145563,5.32130431566554,3.78723460304124e-06
204,199625,0.0191759672871608,0.26934985079672
207,149549,0,1.41422051632553e-06
209,267008,2.03743710411401,0.47939690504429
215,250024,0,0
216,368425,0.719141415612573,0
217,36613,0,1.91758714078038e-07
223,296468,0,4.88984720898996e-05
226,126508,1.70452281110647,1.33873870149186
232,69843,0.220086965240554,0.123685281434226
247,279134,0,0
250,78425,0,5.09838481054983e-05
257,308364,0,1.22485878617347e-05
262,261572,0.0739348733173564,0.0240316335053664
266,176799,2.78050178558865,7.19096280405247
273,268403,0.821780914508503,0.00240455839518155
276,195617,1.57721542329186e-05,1.81451683196343e-05
280,81092,0.982763577438818,9.58793570390188e-08
283,359366,0.450298191338448,0.999109569623615
284,331903,0,0
295,23533,0,0
299,18003,7.19095208953432,0
309,262604,2.03743636104899,2.42335317011497
310,285881,0.350839442172609,0.311620854090011
311,357689,29.2678146417226,45.851395489745
326,156952,26.9744348089146,27.0752576097232
328,58694,0,0
334,333893,0.191759145535144,0.0302026206831117
335,29166,0,5.03366624454849e-07
337,25065,85.0366168130276,94.7889792622439
340,224319,0.408348839318183,0.206867790647514
341,285779,0.0697526876728321,0.743092917945294
344,17411,28.9106957248798,33.3822232886052
347,312502,0.479973020130899,0.351833998743175
350,92896,5.56100402660425,9.93719591718471
352,263249,0.0709507242088739,9.13969970974448e-05
358,361932,0,1.19849196298774e-07
362,195209,1.19849256223372,0
365,397111,0,7.19095177792641e-08
371,234977,0,0.407493931031144
390,223300,0.17621221191191,0.824084943397829
391,346391,0.0911841928644966,0.081595729824131
393,122788,7.79366247983608,0.0239708939326821
396,77425,0,6.71155499273132e-07
400,225417,0.719096376284604,0
403,61275,0.167791655319637,3.44931943452927
404,279455,0,2.39698392597547e-08
405,219467,0.743069211774267,4.79396785195094e-08
409,29301,0,0
411,60979,7.19095177792641e-08,0.0021598023665002
413,389632,0,0
423,342598,0,0
425,76823,1.19034830597859,1.78576299630486
446,118751,55.7817539623412,30.563793546959
456,393229,0,0
458,37082,0,0
462,268345,0.031880461491616,0.0174155264125674
473,83190,0,2.39698392597547e-08
474,261589,2.39698392597547e-08,0.0239699111692725
475,77017,0.0822070086649333,1.1088951008187
476,115356,3.59547588896321e-07,0
484,213270,0,0
487,342760,0.838944374091415,2.08537601559866e-05
488,383888,2.39698392597547e-08,6.95125338532887e-06
492,226981,3.48521462836833e-05,0
494,36688,0,8.38944374091415e-07
510,268018,8.47372049725949,7.40467580551644
523,242955,0.167788874818283,0
526,341038,7.67034856312151e-07,0.00479581352957394
527,165554,4.73740257883413,1.62018692116768
528,208323,0.118890450668062,0.342799718386494
532,303675,2.39698392597547e-08,0.00242807280749537
538,300207,0.125841656113712,0.119885222967181
541,43839,0.00958793570390188,0.240178364658884
542,80435,4.77958594839508e-05,0
546,263905,0,0
550,82328,0.47858221814753,0
555,355148,0.343163868184528,0.345662771867036
556,290726,5.39321448063047,2.42095376523523e-06
561,57728,0.00963592332209991,0.0287639509307412
562,128194,37.3738655618114,13.2212749502058
563,342836,2.2711662876407,3.95670242128064
571,178596,0.736439897300035,0.311652278549281
574,51601,0.525978812018931,0
582,171175,0.743065017052396,7.19095177792641e-08
597,23411,0.00263706583600117,0.0101973688670811
598,6444,2.39698871994332,4.76999825238958
606,32939,0.251683312227424,9.58793570390188e-08
611,110818,4.8538934088939,10.3010462839869
619,290981,2.2288596891361,7.23485778792545
623,214488,0.386993534245525,0.192393195723243
625,226822,0.104054414537594,0.26272113556847
632,103130,0,7.3587406527447e-06
633,137044,0.868913216932226,1.13329622939625
635,346021,0,0
636,32547,4.3622725330128,2.03743633707915e-06
637,204041,2.01348639278598,3.3234437412438
644,182658,0,0
648,1206,1.22246180224749,0.000130443865251585
652,230120,0.0239698392597547,1.03070308816945e-06
656,283297,4.79396785195094e-08,0.17977446560366
661,105801,1.57050492297206,0.0599326280455388
663,191582,1.07864276668896e-06,0.0719103567236383
665,275402,1.41422051632553e-06,2.87638071117057e-07
667,304546,0.479459658083473,0.479397096803005
668,263114,0.0479678670504789,0.0927169442359616
674,261646,0,0.79101780707398
677,127116,0.477240242726733,0.346815553346556
678,383916,1.19609497906176e-05,0
687,123574,19.3254462010145,24.1860299036538
691,395564,2.3490442714258,0.0791008530746187
695,356968,11.4336145733346,8.7624985499619
696,319184,0,4.79396785195094e-08
697,43957,0.750266179981847,4.62141358132911
698,393427,2.15488854945195e-05,0
699,309150,0.155835020100086,4.79396785195094e-08
701,19268,7.19095177792641e-08,0.862917089731881
705,91391,0.294829046864822,0.397192197483927
710,289521,0.0129450075715876,0.015675387991827
711,266218,1.31834115928651e-06,1.67788874818283e-07
712,170844,0.533028749232492,0.937874588301576
714,238066,6.50900992289591,10.5467619212131
722,331329,2.56477280079375,3.59547588896321e-07
729,316275,2.39698392597547e-05,0.0143872488300078
730,66525,0.14022372745844,0.186060627859048
731,24310,0.00362663668000089,0.189992808080093
735,254568,4.68610693105954,4.62620395370517
736,386071,2.39698392597547e-08,0.0239700070486295
737,281366,0.194397505742465,1.43819035558528e-07
745,299097,0,2.39698392597547e-08
748,38381,0,0
753,370740,0,0
758,249045,0.0119850155092344,0.0191759912570001
762,14175,0.323593045735242,0.316500034720531
768,89444,3.57869704942106,2.49793889647774
775,82796,0.91452067803144,0.630131958324436
777,222798,7.19095177792641e-08,0.0500987378209926
778,205390,0,0
783,71262,0,0
784,88351,0,0
785,330733,0.189962294474715,3.11607910376811e-05
787,27983,4.91381731191795,1.91758721268989
792,185933,0,3.21195846080713e-06
794,4143,2.39698392597547e-08,0.323611430601954
795,65898,6.37828795956923,2.28433656376165
797,5172,0.124646471988542,0.638799164562692
799,386609,0,0
800,225147,88.839417909081,140.088773212505
805,338925,0.119274207794611,0.0107864995764074
811,272210,1.53407004820205,0
812,54774,0.90495889342217,0.464296841134376
817,32342,0,0
819,251835,1.43819179377564,12.9438751884413
820,106940,7.33477081348494e-06,0.0552510787397161
826,359369,2.39698392597547e-08,0.00839255982001792
833,249406,1.00673792302835,0.0503418878704435
839,334476,0.0419484651362122,0.0251683312227424
848,104182,0,0
849,329290,0.205949242437241,1.08983200750461
850,181063,0,0
856,250855,0,0.00959131545123751
868,336500,0,2.63668231857302e-07
875,386402,0,7.19095177792641e-08
878,8298,0,0
880,62978,7.16864827395232,13.4231458443422
881,24650,20.9952533980417,21.7418708411518
882,13653,0.111459752557859,0
883,354242,0.04076404346887,0.0215755399557763
899,140442,0,0.239701316917937
900,321396,0.0093534387664237,2.68462199709253e-06
906,392506,0.239698464507065,0.0767040369375181
908,317606,4.55426945935339e-07,1.19849213077661
912,143399,0.407487866661812,0
924,346530,9.49445493676808,7.43065017052396e-07
929,70276,7.19095177792641e-07,1.19849196298774
935,46564,0,0.727245282688547
941,196435,0.23945996460643,0.408485011975018
944,374353,2.39700919018605,0.0306882256566751
945,323791,0,0
955,196845,0.0968519092971441,0.239818289733524
956,173727,4.1489395733503,9.93328883338536
957,2979,0.108241849576916,0.0373438829842526
964,286461,6.01642977404763,4.78198727086197
967,277110,0.0580220400978222,0.000119897135977293
968,266682,0,0
973,225033,0.251683384136942,0.29724376847185
981,337058,0,4.88984720898996e-06
989,158287,4.79396785195094e-08,0.00168841150761786
992,365004,0,0
1001,4281,0,0
1005,177760,7.43065017052396e-07,8.86884052610924e-07
1007,321682,0.886897355871713,1.37362440555051
1015,160977,0.0479517593184963,0.191798072554102
1017,246664,30.5376043163124,32.5012232802262
1021,281097,0.97964747436521,1.10985401423828
1022,154848,0.00120132040402039,0.0843368247625196
1023,275805,3.52380614148606,12.0633084109371
1033,90359,0.92044185154442,0.601885036826527
1034,10114,2.19324055593579,4.79396785195094e-08
1037,134607,0,1.01152721676165e-05
1038,147356,9.58793570390188e-08,0.539322605806283
1050,320209,7.19095177792641e-08,0
1055,27559,0.0280933707076103,0.000726885375552061
1056,383539,0,0
1061,48026,0.0143819035558528,5.83186189189832e-05
1064,319950,0,0
1082,21407,0,0
1086,221742,0.374532190090521,0.662128337958709
1092,140550,0.00029418183723497,0
1109,270874,4.79396785195094e-07,3.95502347785953
1110,368270,0,0
1112,295741,3.744090186745,5.45195115751598
1113,24282,0,0
1122,363407,0,0
1133,78007,2.39698392597547e-08,0.031162349077233
1138,183917,0.00599281936252757,0.122250398916459
1144,107479,0,0
1145,344101,0.842039887073098,0.323635064863465
1146,46825,10.633693552985,25.2763935382233
1150,80061,3.59547588896321e-07,0.0520174275743789
1153,211154,0.018247567472952,0.0234971540295523
1156,37554,2.39698392597547e-08,2.39698392597547e-08
1163,232938,0,0
1168,176333,0,0
1170,204839,0,0
1183,152030,0.863153935713606,0.527336487684443
1184,120357,211.701633813203,246.404844075922
1192,280618,1.359192644729,1.20459367733002
